,Company,TypeName,Cpu,Ram,Gpu,OpSys,Weight,Price,Touchscreen,IPS,ppi
979,HP,Ultrabook,Intel Core i5,4,Intel HD,Windows 10,1.26,139780,0,0,125.0
980,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.31,106606,0,0,112.0
981,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.95,95040,0,0,112.0
982,Dell,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.29,145608,1,0,276.0
983,HP,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,2.63,96833,0,0,127.0
984,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.64,87239,0,0,112.0
985,Acer,Notebook,AMD A Series Processor,6,AMD Radeon,Windows 10,2.1,36671,0,0,100.0
986,MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.7,106857,0,0,127.0
987,HP,Notebook,Intel Core i5,8,Intel HD,Windows 7,1.95,107144,0,0,157.0
988,HP,Notebook,Intel Core i7,8,Intel HD,Windows 10,1.84,110191,0,0,141.0
989,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.26,120951,0,0,176.0
990,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.04,66528,0,0,100.0
991,Toshiba,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.47,154664,0,1,157.0
992,Dell,Notebook,Intel Core i5,8,Intel HD,Windows 7,2.09,95304,0,0,141.0
993,HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.64,90602,0,0,157.0
994,Lenovo,2 in 1 Convertible,Intel Core i7,4,Intel HD,Windows 10,1.8,75942,1,1,141.0
995,Toshiba,Notebook,Intel Core i7,16,Nvidia GeForce,Windows 10,2.4,127766,0,1,141.0
996,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.3,94107,0,0,141.0
997,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.54,89660,0,0,157.0
998,HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.84,188585,0,0,141.0
999,HP,Notebook,Intel Core i5,8,Intel HD,Windows 7,1.43,131711,0,0,157.0
1000,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,3.78,138582,0,1,127.0
1001,Lenovo,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.6,205321,0,1,127.0
1002,Asus,Netbook,Other Intel Processor,4,Intel HD,Chrome/Linux/Android,1.2,25813,0,0,135.0
1003,Lenovo,Notebook,Intel Core i7,16,Intel HD,Windows 7,1.1,234909,0,1,210.0
1004,HP,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,1.91,87777,0,1,141.0
1005,Dell,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,2.3,98088,1,1,141.0
1006,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.04,87777,0,0,100.0
1007,Dell,Ultrabook,Intel Core i7,16,Intel HD,Windows 10,1.2,202094,1,0,276.0
1008,HP,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.31,63224,0,0,100.0
1009,HP,Notebook,Intel Core i5,4,Intel HD,No OS,1.96,44740,0,0,100.0
1010,Acer,Notebook,AMD A Series Processor,8,AMD Radeon,Windows 10,2.4,40257,0,0,100.0
1011,Dell,2 in 1 Convertible,Intel Core i7,12,Intel HD,Windows 10,1.6,116468,1,1,166.0
1012,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.94,163092,0,0,141.0
1013,HP,Notebook,Intel Core i7,8,Intel HD,Windows 10,2.04,95936,0,0,141.0
1014,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,No OS,4.0,89481,0,1,127.0
1015,Dell,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.25,50120,0,0,141.0
1016,Dell,Notebook,Intel Core i7,16,AMD Radeon,Windows 10,2.32,88763,0,0,141.0
1017,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,1.8,172954,0,0,141.0
1018,Dell,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.29,130724,0,0,166.0
1019,Asus,Gaming,Intel Core i7,64,Nvidia GeForce,Windows 10,3.58,356398,0,1,127.0
1020,Dell,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,1.62,71550,1,0,166.0
1021,Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,3.21,119158,0,0,282.0
1022,Apple,Ultrabook,Other Intel Processor,8,Intel HD,Mac OS,0.92,116558,0,1,226.0
1023,Dell,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.06,43214,0,0,100.0
1024,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.31,107502,0,0,100.0
1025,HP,Ultrabook,Intel Core i5,8,Intel HD,Windows 7,1.26,107502,0,0,176.0
1026,HP,Notebook,Intel Core i7,8,Intel HD,Windows 10,1.49,97729,0,0,166.0
1027,Lenovo,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.3,153632,1,1,176.0
1028,Lenovo,Notebook,Intel Core i5,8,AMD Radeon,Windows 10,3.0,59086,0,0,106.0
1029,Lenovo,Notebook,Intel Core i5,4,Nvidia GeForce,Windows 10,2.3,87598,0,1,141.0
1030,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,3.78,224060,0,0,127.0
1031,Lenovo,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.1,48416,0,0,100.0
1032,HP,Notebook,Intel Core i5,4,Intel HD,Windows 7,2.31,84280,0,0,141.0
1033,Lenovo,Ultrabook,Other Intel Processor,8,Intel HD,Windows 10,0.99,125434,1,1,235.0
1034,Lenovo,Gaming,Intel Core i7,32,Nvidia GeForce,Windows 10,4.6,290498,0,1,127.0
1035,Lenovo,2 in 1 Convertible,Other Intel Processor,4,Intel HD,Windows 10,0.69,57945,1,1,224.0
1036,HP,Ultrabook,Intel Core i7,16,Intel HD,Windows 10,1.3,183713,0,1,331.0
1037,Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.18,67245,0,0,141.0
1038,HP,Notebook,Intel Core i5,4,Intel HD,Windows 7,1.54,92439,0,0,157.0
1039,HP,Workstation,Intel Core i7,8,AMD FirePro,Windows 7,1.9,134042,0,0,141.0
1040,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 7,1.7,107502,0,0,157.0
1041,HP,Notebook,Other Intel Processor,4,Intel HD,Chrome/Linux/Android,1.29,55141,0,0,276.0
1042,Acer,Notebook,AMD A Series Processor,4,AMD Radeon,Windows 10,2.4,34698,0,0,100.0
1043,Dell,Notebook,Other Intel Processor,4,Intel HD,Chrome/Linux/Android,2.2,35280,0,0,100.0
1044,HP,Notebook,Intel Core i3,4,Intel HD,No OS,1.86,31021,0,0,100.0
1045,Asus,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.7,143366,0,1,127.0
1046,Dell,Ultrabook,Intel Core i5,4,AMD Radeon,Windows 10,1.4,73373,0,1,166.0
1047,HP,Netbook,Intel Core i5,4,Intel HD,Windows 7,2.4,143366,0,0,125.0
1048,Acer,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,2.4,71638,0,0,141.0
1049,Dell,Notebook,Intel Core i5,8,AMD Radeon,Windows 10,2.36,57275,0,0,141.0
1050,MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.6,143366,0,0,127.0
1051,HP,Notebook,Other Intel Processor,4,Intel HD,Windows 10,1.96,44830,0,0,100.0
1052,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.3,206128,0,1,127.0
1053,Dell,Ultrabook,Intel Core i3,4,Intel HD,Windows 7,1.5,101778,0,0,125.0
1054,Dell,Ultrabook,Intel Core i3,4,Intel HD,Windows 7,1.5,104631,0,0,125.0
1055,Acer,Notebook,Other Intel Processor,4,Intel HD,Chrome/Linux/Android,2.2,18739,0,0,100.0
1056,HP,Workstation,Intel Core i7,8,AMD FirePro,Windows 7,3.0,259924,0,1,127.0
1057,Lenovo,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.4,107502,0,0,141.0
1058,Dell,Ultrabook,Intel Core i5,8,Intel HD,Windows 7,1.5,126699,0,0,125.0
1059,MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.9,135493,0,0,127.0
1060,Lenovo,2 in 1 Convertible,Intel Core i5,4,Intel HD,Windows 10,2.1,77735,1,1,141.0
1061,HP,Notebook,AMD A Series Processor,4,AMD Radeon,Windows 10,2.1,35685,0,0,141.0
1062,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.59,120055,0,1,141.0
1063,HP,Notebook,Other Intel Processor,8,Intel HD,Windows 10,1.16,152332,1,0,276.0
1064,Dell,Notebook,Intel Core i5,4,AMD Radeon,Windows 7,2.24,68962,0,0,100.0
1065,Lenovo,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.1,38464,0,0,100.0
1066,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.16,176541,0,0,166.0
1067,Lenovo,2 in 1 Convertible,Other Intel Processor,4,Intel HD,Chrome/Linux/Android,0.69,49223,1,1,224.0
1068,Dell,Ultrabook,Intel Core i7,8,Intel Iris,Windows 10,1.23,123641,0,0,166.0
1069,Lenovo,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.6,246564,0,1,127.0
1070,Toshiba,Ultrabook,Intel Core i7,16,Intel HD,Windows 10,1.05,199583,0,0,166.0
1071,Asus,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,3.52,117678,0,0,127.0
1072,HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.16,151525,0,0,166.0
1073,HP,Notebook,Intel Core i5,8,Intel HD,Windows 7,1.43,135656,0,0,157.0
1074,Dell,Notebook,Intel Core i5,4,Intel HD,Chrome/Linux/Android,2.09,46949,0,0,100.0
1075,Asus,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.0,39002,0,0,100.0
1076,Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,1.8,149643,1,1,157.0
1077,Lenovo,2 in 1 Convertible,Other Intel Processor,4,Intel HD,Windows 10,0.69,42947,1,1,224.0
1078,HP,Ultrabook,Intel Core i5,8,Intel HD,Windows 7,1.26,169906,0,0,125.0
1079,Lenovo,Gaming,Intel Core i5,8,Nvidia GeForce,No OS,2.4,88674,0,1,141.0
1080,HP,Gaming,Intel Core i5,8,Nvidia GeForce,Windows 10,3.35,101226,0,1,127.0
1081,HP,Notebook,Intel Core i7,8,Intel HD,Windows 10,2.04,56396,0,0,100.0
1082,Lenovo,2 in 1 Convertible,Intel Core i7,8,Nvidia Quadro,Windows 7,1.8,183837,1,1,157.0
1083,Asus,Notebook,Other Intel Processor,4,Intel HD,Windows 10,1.5,24925,0,0,112.0
1084,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.84,67424,0,0,141.0
1085,Acer,Notebook,Intel Core i5,4,Nvidia GeForce,Windows 10,2.23,55231,0,0,141.0
1086,Lenovo,Notebook,Intel Core i7,16,AMD Radeon,Windows 10,2.5,98536,0,0,141.0
1087,HP,Workstation,Intel Core i7,8,Nvidia Quadro,Windows 7,3.0,354103,0,1,127.0
1088,Dell,Notebook,Intel Core i5,8,AMD Radeon,Windows 10,2.5,70293,0,0,100.0
1089,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,3.78,215094,0,0,127.0
1090,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 7,1.88,194716,0,0,141.0
1091,Lenovo,2 in 1 Convertible,Intel Core i7,16,Intel HD,Windows 10,2.8,218770,1,1,210.0
1092,MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.4,102463,0,0,141.0
1093,HP,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.48,146056,1,0,166.0
1094,HP,Workstation,Intel Core i7,8,Nvidia Quadro,Windows 7,2.59,199852,0,1,141.0
1095,HP,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,1.48,161298,1,0,221.0
1096,HP,Workstation,Intel Core i7,8,Nvidia Quadro,Windows 7,2.0,170264,0,0,141.0
1097,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 7,1.26,205945,0,0,176.0
1098,Dell,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,2.18,90548,0,0,141.0
1099,HP,Notebook,Intel Core i5,8,Intel HD,Windows 7,1.88,141573,0,0,141.0
1100,Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,1.27,209715,1,1,210.0
1101,Lenovo,Notebook,Intel Core i3,4,Intel HD,No OS,1.9,30395,0,0,100.0
1102,HP,Notebook,AMD E Series Processor,4,AMD Radeon,Windows 10,1.86,26629,0,0,100.0
1103,Lenovo,Notebook,Intel Core i5,8,AMD Radeon,No OS,2.32,53706,0,0,141.0
1104,Dell,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.62,107502,0,0,141.0
1105,Dell,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,2.04,201796,1,1,282.0
1106,HP,Notebook,AMD A Series Processor,4,AMD Radeon,Windows 10,1.91,42937,0,0,141.0
1107,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.7,133844,0,0,127.0
1108,Lenovo,Ultrabook,Intel Core i7,12,Intel HD,Windows 7,1.4,206128,0,0,157.0
1109,Lenovo,Notebook,Intel Core i5,8,AMD Radeon,Windows 10,2.5,70696,0,0,141.0
1110,HP,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,1.48,182996,1,0,221.0
1111,Lenovo,Ultrabook,Intel Core i7,8,Intel HD,Windows 7,1.7,134400,0,0,157.0
1112,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,1.7,158609,0,0,157.0
1113,HP,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.62,80604,0,1,141.0
1114,Lenovo,Notebook,Intel Core i3,8,Intel HD,Windows 10,2.2,41154,0,0,100.0
1115,HP,Notebook,Intel Core i5,4,Intel HD,No OS,2.1,42767,0,0,100.0
1116,Dell,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.62,134311,0,0,282.0
1117,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.95,124627,0,1,141.0
1118,Lenovo,Notebook,Intel Core i3,4,Nvidia GeForce,Windows 10,2.2,41961,0,0,141.0
1119,HP,Notebook,Other Intel Processor,2,Intel HD,Windows 10,1.44,22325,0,0,112.0
1120,MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.2,75225,0,1,141.0
1121,HP,Notebook,Intel Core i7,8,Intel HD,Windows 10,1.96,60879,0,0,141.0
1122,HP,Notebook,Intel Core i7,16,Intel UHD,Windows 10,2.1,103916,0,0,141.0
1123,Asus,Notebook,Other Intel Processor,4,Intel HD,Windows 10,2.2,33085,0,0,100.0
1124,Lenovo,Notebook,Intel Core i5,4,Intel HD,No OS,2.1,35685,0,0,100.0
1125,Lenovo,Notebook,Intel Core i7,8,Nvidia GeForce,No OS,2.2,63569,0,0,141.0
1126,Asus,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.0,68949,0,0,157.0
1127,Lenovo,Notebook,Intel Core i7,4,Intel HD,Windows 7,2.32,73970,0,0,141.0
1128,Lenovo,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,3.31,117006,0,1,141.0
1129,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,1.91,193071,0,0,141.0
1130,HP,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.07,58279,0,0,100.0
1131,Lenovo,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.36,146773,1,1,210.0
1132,Lenovo,Ultrabook,Intel Core i7,6,Nvidia GeForce,Windows 10,1.54,74507,0,0,141.0
1133,Dell,Notebook,Intel Core i7,8,Nvidia GeForce,Chrome/Linux/Android,1.98,80247,0,0,141.0
1134,Acer,Notebook,Other Intel Processor,4,Intel HD,Windows 10,2.1,29857,0,0,100.0
1135,HP,Notebook,Intel Core i7,6,Nvidia GeForce,Windows 10,2.18,71638,0,1,141.0
1136,Asus,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.591,81501,0,1,141.0
1137,Dell,2 in 1 Convertible,Intel Core i7,16,Intel HD,Windows 10,2.09,105709,1,0,141.0
1138,Acer,Notebook,Intel Core i5,4,Nvidia GeForce,Windows 10,2.23,61955,0,0,141.0
1139,Dell,Ultrabook,Intel Core i5,8,Intel HD,Chrome/Linux/Android,1.23,98536,1,0,276.0
1140,Acer,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.2,233026,0,1,127.0
1141,Lenovo,Gaming,Intel Core i5,8,Nvidia GeForce,Windows 10,2.4,73432,0,1,141.0
1142,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.86,43485,0,0,100.0
1143,Apple,Ultrabook,Other Intel Processor,8,Intel HD,Mac OS,0.92,104275,0,1,226.0
1144,Dell,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.6,107502,1,1,166.0
1145,HP,Notebook,Intel Core i7,12,Nvidia GeForce,Windows 10,2.21,118979,0,1,141.0
1146,Lenovo,Notebook,Intel Core i3,4,AMD Radeon,No OS,1.9,32995,0,0,100.0
1147,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.3,192769,0,1,127.0
1148,Acer,Notebook,Other Intel Processor,4,Intel HD,Chrome/Linux/Android,2.1,24388,0,0,100.0
1149,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.43,183704,0,0,127.0
1150,Dell,Notebook,Intel Core i3,4,AMD Radeon,Windows 10,2.3,44740,0,0,100.0
1151,Lenovo,Notebook,Intel Core i7,8,Nvidia GeForce,No OS,2.2,56396,0,0,100.0
1152,Dell,2 in 1 Convertible,Intel Core i7,16,Intel UHD,Windows 10,2.0,115213,1,0,141.0
1153,Dell,Ultrabook,Intel Core i7,16,Intel HD,Windows 10,1.2,240289,1,0,276.0
1154,Asus,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.2,104813,0,0,141.0
1155,Dell,Notebook,Intel Core i5,8,AMD Radeon,Windows 10,2.36,79708,0,0,141.0
1156,HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.91,51913,0,0,100.0
1157,Lenovo,Notebook,AMD E Series Processor,4,AMD Radeon,Windows 10,2.2,26808,0,0,100.0
1158,Acer,Notebook,Intel Core i3,8,Nvidia GeForce,Windows 10,3.3,56396,0,0,106.0
1159,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.2,219577,0,0,141.0
1160,Apple,Ultrabook,Other Intel Processor,8,Intel HD,Mac OS,0.92,114675,0,1,226.0
1161,Asus,Notebook,Intel Core i7,16,Nvidia GeForce,Windows 10,2.2,156815,0,0,141.0
1162,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.43,174746,0,1,127.0
1163,Dell,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,2.191,89570,1,1,141.0
1164,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.9,174747,0,0,127.0
1165,Acer,Netbook,Other Intel Processor,2,Intel HD,Chrome/Linux/Android,1.3,15601,0,0,135.0
1166,Acer,Notebook,Intel Core i3,4,Nvidia GeForce,Windows 10,3.3,53617,0,0,106.0
1167,Lenovo,Notebook,Intel Core i5,8,Intel HD,No OS,2.8,48327,0,0,106.0
1168,Lenovo,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.6,114048,0,1,141.0
1169,Acer,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,1.2,103019,1,1,157.0
1170,Lenovo,Notebook,Intel Core i7,8,Intel HD,Windows 10,2.3,137090,0,1,141.0
1171,MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.2,132348,0,0,141.0
1172,HP,Notebook,AMD A Series Processor,6,AMD Radeon,Windows 10,2.1,47430,0,0,141.0
1173,Dell,Ultrabook,Intel Core i5,8,Intel HD,Windows 7,1.26,153621,1,0,176.0
1174,Dell,2 in 1 Convertible,Intel Core i3,4,Intel HD,Windows 10,2.08,45637,1,0,147.0
1175,Asus,Notebook,Other Intel Processor,4,Intel HD,Windows 10,2.65,27705,0,0,100.0
1176,Dell,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.29,132428,1,0,276.0
1177,Dell,Notebook,Intel Core i5,4,Intel HD,Chrome/Linux/Android,2.18,46790,0,0,100.0
1178,Lenovo,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.6,92260,1,1,141.0
1179,MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.2,103019,0,0,141.0
1180,Lenovo,Netbook,Intel Core i7,16,Intel HD,Windows 10,1.3,147939,1,1,176.0
1181,Dell,Notebook,Intel Core i3,8,Intel HD,Windows 10,2.3,42051,1,0,100.0
1182,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.7,143277,0,0,127.0
1183,Apple,Ultrabook,Intel Core i5,4,Intel HD,Mac OS,1.08,85984,0,0,135.0
1184,HP,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.1,42857,0,0,141.0
1185,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 7,1.54,197090,0,0,210.0
1186,Dell,Notebook,Intel Core i5,4,Intel HD,Windows 7,2.24,66079,0,0,100.0
1187,MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.3,104813,0,0,141.0
1188,Lenovo,Notebook,Intel Core i7,16,Intel HD,Windows 10,1.4,134400,0,1,166.0
1189,Lenovo,Notebook,AMD A Series Processor,6,AMD Radeon,Windows 10,2.2,53578,0,0,141.0
1190,Asus,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.45,114765,0,0,166.0
1191,Acer,Notebook,Intel Core i3,4,Intel HD,Chrome/Linux/Android,2.4,32439,0,0,100.0
1192,Dell,2 in 1 Convertible,Intel Core i7,16,Nvidia GeForce,Windows 10,2.77,161298,1,0,127.0
1193,HP,Notebook,Intel Core i5,4,Intel HD,Windows 7,1.54,98625,0,0,157.0
1194,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.5,143456,0,1,141.0
1195,Dell,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.6,78452,0,0,112.0
1196,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.34,208460,0,1,141.0
1197,Lenovo,Notebook,Intel Core i5,8,Intel HD,No OS,2.3,51375,0,1,141.0
1198,Dell,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.24,162554,1,0,276.0
1199,Dell,Notebook,Other Intel Processor,4,Intel HD,Chrome/Linux/Android,2.2,29050,0,0,100.0
1200,HP,Notebook,AMD A Series Processor,4,AMD Radeon,Windows 10,1.86,35774,0,0,100.0
1201,Lenovo,Notebook,Intel Core i3,6,Nvidia GeForce,Windows 10,2.4,51017,0,0,141.0
1202,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.9,96116,0,1,157.0
1203,Dell,Notebook,Other Intel Processor,4,Intel HD,Windows 10,2.2,39808,0,0,100.0
1204,Asus,Notebook,Other Intel Processor,4,Intel HD,Windows 10,2.0,30395,0,0,100.0
1205,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.0,170354,0,1,127.0
1206,Dell,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.29,43933,0,0,100.0
1207,Lenovo,Notebook,Intel Core i7,8,AMD Radeon,Windows 7,2.32,80246,0,0,141.0
1208,MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.4,110192,0,0,141.0
1209,Lenovo,2 in 1 Convertible,Intel Core i5,4,Intel HD,Windows 10,1.8,74688,1,0,157.0
1210,Asus,Ultrabook,Other Intel Processor,8,Intel HD,Windows 10,1.2,65362,0,1,166.0
1211,Dell,Notebook,Intel Core i3,6,Intel HD,Windows 10,2.3,41154,0,0,100.0
1212,Acer,Notebook,Other Intel Processor,4,Intel HD,Chrome/Linux/Android,2.4,25912,0,0,100.0
1213,Dell,Notebook,Other Intel Processor,2,Intel HD,Windows 10,2.2,33981,0,0,100.0
1214,Lenovo,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,2.6,80604,0,1,141.0
1215,HP,Notebook,AMD A Series Processor,6,AMD Radeon,Windows 10,2.04,49312,0,0,141.0
1216,Dell,Notebook,Intel Core i7,8,AMD Radeon,Chrome/Linux/Android,2.3,72265,0,0,100.0
1217,HP,Netbook,Other Intel Processor,2,Intel HD,Windows 10,1.17,18739,0,0,135.0
1218,Asus,Notebook,Intel Core i7,4,Nvidia GeForce,Windows 10,2.2,64584,0,0,100.0
1219,Lenovo,2 in 1 Convertible,Intel Core i7,4,Intel HD,Windows 10,1.8,57203,1,1,157.0
1220,Lenovo,2 in 1 Convertible,Intel Core i7,16,Intel HD,Windows 10,1.3,134400,1,1,276.0
1221,Lenovo,Notebook,Other Intel Processor,2,Intel HD,Windows 10,1.5,20532,0,0,112.0
1222,HP,Notebook,Intel Core i7,6,AMD Radeon,Windows 10,2.19,68500,0,0,100.0
